CustomerID,Gender,Age,Region,MembershipLevel,VisitCount,AveragePurchaseAmount,TotalPurchaseAmount,SatisfactionScore,LastPurchaseDate,CouponUsed,PreferredCategory,SignupDate,Email,PurchaseStatus,AgeGroup,PurchaseGrade,RecentPurchase
CUST101382,Female,41.0,Gyeonggi,Basic,9,42800.0,189400.0,3.9,2026-06-03,Y,Home,,customer1382@example.com,0,40대,Medium,True
CUST100807,Male,30.0,Gyeonggi,Basic,5,97100.0,268900.0,3.5,2026-04-05,Y,Beauty,2022-05-01,customer807@example.com,0,30대,Medium,True
CUST101284,Male,45.0,Gyeonggi,Gold,12,143400.0,904800.0,3.0,2026-05-02,Y,Beauty,2021-10-26,customer1284@example.com,1,40대,VIP,True
CUST100165,Female,35.0,Gyeonggi,Gold,12,116500.0,630000.0,3.7,2026-04-21,N,Fashion,2024-06-20,customer165@example.com,1,30대,VIP,True
CUST100695,Male,35.0,Gwangju,Basic,7,178500.0,201300.0,3.9,2026-03-13,Y,electronics,2025-05-01,customer695@example.com,0,30대,Medium,True
CUST101053,Female,35.0,Seoul,Silver,11,142900.0,666000.0,2.9,2026-06-15,N,Beauty,2022-10-06,customer1053@example.com,1,30대,VIP,True
CUST100237,Male,42.0,Seoul,Basic,8,130400.0,134700.0,4.6,2026-04-21,N,Electronics,2024-12-28,customer237@example.com,1,40대,Low,True
CUST101336,Female,38.0,Seoul,Silver,16,117500.0,900000.0,3.1,2026-03-26,N,Unknown,2021-07-29,customer1336@example.com,1,30대,VIP,True
CUST101087,Female,36.0,Gyeonggi,Silver,13,117700.0,469300.0,3.3,2026-03-03,N,Home,2025-08-09,customer1087@example.com,0,30대,High,True
CUST100551,Female,47.0,Incheon,Basic,15,56800.0,490100.0,4.6,2026-04-21,N,Food,2020-12-16,customer551@example.com,1,40대,High,True
CUST100686,Male,50.0,Daegu,Gold,5,116900.0,111200.0,2.8,2026-06-22,N,Home,2021-12-13,customer686@example.com,0,50대,Low,True
CUST101216,Female,30.0,Busan,Silver,11,160000.0,712100.0,3.5,2026-05-02,N,Beauty,2024-06-12,customer1216@example.com,1,30대,VIP,True
CUST100939,Male,39.0,Seoul,Silver,7,53900.0,46000.0,4.2,2026-04-25,Y,Home,2023-04-08,customer939@example.com,1,30대,Low,True
CUST100190,Other,44.0,Incheon,Silver,13,175300.0,889100.0,4.9,2026-01-27,N,Sports,2023-05-23,customer190@example.com,1,40대,VIP,False
CUST100536,Male,32.0,Gyeonggi,Silver,5,115300.0,197200.0,3.2,2026-05-17,N,Beauty,2022-12-19,customer536@example.com,0,30대,Medium,True
CUST100919,Female,40.0,Gwangju,Gold,8,147700.0,519800.0,3.1,2026-06-06,Y,Unknown,2020-09-17,customer919@example.com,1,40대,High,True
CUST100435,Female,39.0,Gyeonggi,Silver,12,228200.0,760300.0,3.7,2026-06-12,N,Electronics,2023-12-15,customer435@example.com,1,30대,VIP,True
CUST101430,Male,31.0,Gyeonggi,basic,7,151200.0,342000.0,3.3,2026-01-17,N,Electronics,2021-04-16,customer1430@example.com,0,30대,High,False
CUST100624,FEMALE,59.0,Incheon,Basic,10,84800.0,148800.0,5.0,2026-05-04,Y,Home,2021-07-04,customer624@example.com,0,50대,Low,True
CUST100442,Male,41.0,Seoul,Basic,5,99900.0,227000.0,3.5,2026-06-17,Y,Fashion,2022-02-15,customer442@example.com,0,40대,Medium,True
CUST100184,Male,44.0,Seoul,Basic,12,117500.0,468300.0,2.3,2026-06-13,N,Fashion,2024-07-28,customer184@example.com,0,40대,High,True
CUST100028,Male,38.0,Seoul,Basic,4,89100.0,101000.0,3.4,2026-05-19,N,Sports,2023-06-23,customer28@example.com,0,30대,Low,True
CUST100452,Male,46.0,Busan,Silver,10,172100.0,752500.0,4.7,2026-03-24,N,Sports,2021-04-09,customer452@example.com,1,40대,VIP,True
CUST100266,F,40.0,Seoul,Silver,4,56600.0,116000.0,4.4,2026-04-06,N,Food,2021-05-31,customer266@example.com,0,40대,Low,True
CUST100882,Female,23.0,Daejeon,Gold,6,98500.0,181600.0,4.5,2026-06-20,Y,Fashion,2022-04-01,customer882@example.com,1,20대,Low,True
CUST100432,Female,45.0,Gyeonggi,Silver,13,136600.0,664700.0,2.8,2026-03-30,Y,Food,2022-05-23,customer432@example.com,1,40대,VIP,True
CUST100915,Unknown,43.0,Gyeonggi,basic,8,112100.0,357600.0,3.8,2026-05-01,N,Home,2024-09-28,customer915@example.com,0,40대,High,True
CUST101377,Female,37.0,Seoul,Basic,7,154900.0,350300.0,3.1,2026-02-19,N,Electronics,2021-05-26,customer1377@example.com,0,30대,High,False
CUST100748,Male,46.0,Busan,Basic,10,87900.0,171400.0,3.8,2026-03-06,Y,Food,2025-01-02,customer748@example.com,1,40대,Low,True
CUST101118,Male,43.0,Gyeonggi,VIP,8,198300.0,380100.0,3.8,2026-06-05,Y,Food,2021-11-27,customer1118@example.com,1,40대,High,True
CUST100438,Male,25.0,Gyeonggi,Gold,6,152600.0,404300.0,3.7,2026-05-20,Y,Home,2025-10-14,customer438@example.com,1,20대,High,True
CUST100535,Male,45.0,Daegu,Unknown,7,64200.0,217000.0,4.4,2026-06-06,Y,Food,2025-03-21,customer535@example.com,0,40대,Medium,True
CUST101262,Female,43.0,Incheon,Silver,9,157200.0,361400.0,3.7,2026-03-09,Y,Electronics,2023-02-21,customer1262@example.com,0,40대,High,True
CUST101165,Female,44.0,Gwangju,Basic,11,127800.0,676500.0,3.6,2026-04-18,N,Beauty,2021-04-27,customer1165@example.com,0,40대,VIP,True
CUST100984,Female,37.0,Gyeonggi,Basic,14,87700.0,396900.0,2.4,2026-05-12,n,Beauty,2024-10-01,customer984@example.com,1,30대,High,True
CUST101359,Male,40.0,Gyeonggi,Basic,6,117500.0,400200.0,3.2,2026-05-18,Y,Fashion,2025-04-13,customer1359@example.com,1,40대,High,True
CUST101440,Male,38.0,Incheon,Basic,10,117500.0,330100.0,5.0,2026-04-27,No,Sports,2022-08-11,customer1440@example.com,1,30대,Medium,True
CUST101410,Male,53.0,Gyeonggi,Silver,9,61800.0,256700.0,3.1,2026-06-26,Y,Unknown,2021-01-13,customer1410@example.com,0,50대,Medium,True
CUST100532,Female,38.0,Busan,Gold,8,131400.0,351700.0,4.3,2026-06-10,Y,Food,2022-09-24,customer532@example.com,0,30대,High,True
CUST101029,F,37.0,Gyeonggi,Silver,7,117500.0,190200.0,4.2,2026-04-03,N,FASHION,2021-05-23,customer1029@example.com,0,30대,Medium,True
CUST100162,male,19.0,Gyeonggi,Silver,9,116500.0,376600.0,3.0,2026-02-07,N,Beauty,2022-01-12,customer162@example.com,0,10대 이하,High,False
CUST100474,Male,31.0,Seoul,Basic,9,82400.0,147200.0,4.0,2026-04-22,Y,Food,2025-03-11,customer474@example.com,0,30대,Low,True
CUST100739,Female,25.0,Gwangju,Basic,12,152100.0,795600.0,3.8,2026-04-21,N,Beauty,2021-11-01,customer739@example.com,1,20대,VIP,True
CUST100735,Male,26.0,Daegu,Silver,11,137100.0,776800.0,2.0,2026-06-08,N,Beauty,2024-07-10,customer735@example.com,1,20대,VIP,True
CUST100123,Male,51.0,Gyeonggi,Basic,9,227300.0,660900.0,3.7,2026-04-27,N,Electronics,2021-07-01,customer123@example.com,1,50대,VIP,True
CUST100550,Female,44.0,Daegu,Basic,9,111300.0,436500.0,3.1,2026-04-03,Y,Fashion,2021-01-15,customer550@example.com,0,40대,High,True
CUST100467,Male,29.0,Gyeonggi,Silver,10,132100.0,701300.0,3.5,2025-12-28,N,Fashion,2020-07-10,customer467@example.com,0,20대,VIP,False
CUST100142,Female,47.0,Gwangju,Silver,6,54800.0,114800.0,2.6,2026-05-17,Y,Fashion,2025-03-27,customer142@example.com,0,40대,Low,True
CUST100169,Female,52.0,Unknown,Basic,8,26300.0,45400.0,3.5,2026-05-12,n,Beauty,2020-07-02,customer169@example.com,0,50대,Low,True
CUST101168,Male,24.0,Daejeon,Basic,17,132000.0,739900.0,3.3,2026-04-21,Yes,Food,2024-02-09,customer1168@example.com,1,20대,VIP,True
CUST101387,Male,53.0,Daejeon,Basic,12,106300.0,573800.0,3.8,2026-04-21,Y,Fashion,2023-04-25,customer1387@example.com,1,50대,VIP,True
CUST101185,Male,39.0,Gyeonggi,Basic,17,41100.0,133900.0,4.5,2026-03-30,Y,Home,2020-07-09,customer1185@example.com,0,30대,Low,True
CUST101431,Male,37.0,seoul,Silver,9,56400.0,155700.0,2.5,2026-02-18,Y,Beauty,2020-10-15,customer1431@example.com,1,30대,Low,False
CUST101226,Male,31.0,Gyeonggi,Basic,6,5000.0,5300.0,4.4,2026-06-08,Y,Sports,2020-08-28,customer1226@example.com,1,30대,Low,True
CUST100504,Female,50.0,Gyeonggi,Silver,10,102800.0,354900.0,2.8,2026-05-03,Y,Food,2022-01-06,customer504@example.com,1,50대,High,True
CUST101081,Male,51.0,Gyeonggi,Basic,4,89500.0,94600.0,3.3,2026-05-20,N,Electronics,2022-12-08,customer1081@example.com,0,50대,Low,True
CUST100559,Female,54.0,Gwangju,Basic,6,43400.0,93700.0,4.4,2026-04-12,Y,Beauty,2022-11-20,customer559@example.com,0,50대,Low,True
CUST100175,Female,36.0,Gyeonggi,VIP,13,248412.5,1060425.0,4.1,2026-04-03,Y,Electronics,2024-01-19,customer175@example.com,1,30대,VIP,True
CUST100208,Female,46.0,Seoul,Basic,9,140000.0,408600.0,3.0,2026-03-06,N,Fashion,2024-02-06,customer208@example.com,0,40대,High,True
CUST100514,Other,31.0,Incheon,Gold,13,248412.5,683700.0,2.7,2026-05-01,Yes,Electronics,2021-08-14,customer514@example.com,1,30대,VIP,True
CUST100874,Female,53.0,Gyeonggi,Basic,8,57500.0,195200.0,3.4,2026-05-08,N,Beauty,2025-03-09,customer874@example.com,0,50대,Medium,True
CUST100418,Female,61.0,Gyeonggi,Gold,7,205500.0,753000.0,2.7,2026-03-26,N,Electronics,2023-03-07,customer418@example.com,0,60대 이상,VIP,True
CUST100950,Female,45.0,Seoul,Silver,6,92700.0,90300.0,4.7,2026-05-10,Y,Fashion,2024-05-03,customer950@example.com,0,40대,Low,True
CUST100161,Female,48.0,Daejeon,Basic,9,71900.0,244800.0,5.0,2026-04-12,N,Beauty,2022-02-08,customer161@example.com,0,40대,Medium,True
CUST101131,Unknown,37.0,Incheon,VIP,7,248412.5,303400.0,3.4,2026-06-04,Y,Sports,2025-02-27,customer1131@example.com,0,30대,Medium,True
CUST101166,Female,23.0,Unknown,Silver,7,130800.0,449300.0,4.1,2026-04-08,Y,Sports,2021-04-23,customer1166@example.com,1,20대,High,True
CUST101278,Female,38.0,Gwangju,Basic,12,133000.0,346000.0,3.5,2026-05-07,N,Home,2025-03-06,customer1278@example.com,0,30대,High,True
CUST100465,Male,43.0,Seoul,Basic,4,86000.0,183700.0,3.4,2026-06-27,No,Electronics,2022-05-06,customer465@example.com,0,40대,Low,True
CUST100563,Female,39.0,Seoul,Basic,11,34900.0,95900.0,3.7,2026-01-31,Y,Sports,2022-05-03,customer563@example.com,0,30대,Low,False
CUST100635,Male,34.0,Gyeonggi,Basic,8,100000.0,315800.0,2.6,2026-04-25,N,Sports,2025-06-09,customer635@example.com,1,30대,Medium,True
CUST101415,Male,45.0,Seoul,Silver,7,43200.0,127900.0,3.3,2026-05-05,N,Fashion,2022-05-08,customer1415@example.com,0,40대,Low,True
CUST101392,Female,39.0,Busan,Basic,12,195700.0,626500.0,3.6,2026-06-16,N,Electronics,2024-10-03,customer1392@example.com,1,30대,VIP,True
CUST100829,Male,45.0,Gyeonggi,Basic,10,107100.0,379600.0,4.9,2026-02-08,N,Electronics,2021-03-13,customer829@example.com,0,40대,High,False
CUST101097,Female,46.0,Seoul,Silver,8,139700.0,585200.0,3.7,2026-03-04,N,Home,2021-07-03,customer1097@example.com,0,40대,VIP,True
CUST100628,Female,31.0,Gwangju,Gold,9,87200.0,84200.0,3.3,2026-05-25,N,Food,2024-02-09,customer628@example.com,0,30대,Low,True
CUST100229,Male,59.0,Busan,Gold,10,177400.0,307100.0,2.5,2026-04-29,Y,Home,2023-10-12,customer229@example.com,1,50대,Medium,True
CUST100903,Male,18.0,Gyeonggi,Basic,8,51900.0,97900.0,5.0,2026-02-26,Y,Home,2021-09-13,customer903@example.com,0,10대 이하,Low,False
CUST100943,F,43.0,Daejeon,Silver,5,36800.0,68300.0,4.1,2026-06-10,N,beauty,2021-10-13,customer943@example.com,0,40대,Low,True
CUST100248,Female,47.0,Gwangju,Silver,10,117500.0,288100.0,2.8,2026-05-29,N,Fashion,2024-12-12,customer248@example.com,0,40대,Medium,True
CUST100868,Female,33.0,Seoul,Silver,11,98600.0,621900.0,5.0,2026-04-21,Y,Fashion,2023-08-31,customer868@example.com,1,30대,VIP,True
CUST100039,Male,40.0,Seoul,Gold,9,156500.0,350100.0,4.9,2025-10-09,Y,Home,2021-12-28,customer39@example.com,1,40대,High,False
CUST101019,Female,18.0,Gyeonggi,Gold,11,177400.0,601300.0,2.8,2026-06-16,N,Beauty,2025-12-23,customer1019@example.com,0,10대 이하,VIP,True
CUST100341,Male,34.0,Gyeonggi,Silver,8,65600.0,112500.0,4.6,2026-05-23,N,fashion,2025-12-25,customer341@example.com,0,30대,Low,True
CUST100926,Male,42.0,Daejeon,Silver,8,169100.0,1060425.0,4.9,2026-04-03,N,Sports,2024-02-28,customer926@example.com,0,40대,VIP,True
CUST100529,Male,47.0,Gyeonggi,Basic,11,78100.0,393500.0,2.2,2026-05-29,N,Fashion,2025-08-03,customer529@example.com,0,40대,High,True
CUST100653,MALE,37.0,Seoul,Basic,9,142300.0,501000.0,5.0,2026-06-02,Y,Food,2025-10-19,customer653@example.com,1,30대,High,True
CUST100738,Male,26.0,Busan,Silver,7,106100.0,278500.0,3.7,2026-06-06,Y,Beauty,2021-01-23,customer738@example.com,1,20대,Medium,True
CUST100836,Female,38.0,Busan,Gold,10,84000.0,479700.0,3.2,2026-01-24,N,Fashion,2024-06-16,customer836@example.com,0,30대,High,False
CUST101020,Female,38.0,GYEONGGI,Gold,8,126100.0,414800.0,3.5,2026-06-17,Y,Food,2022-02-21,customer1020@example.com,1,30대,High,True
CUST100331,Female,20.0,Daejeon,Basic,10,82200.0,167500.0,4.6,2026-06-12,N,Fashion,2024-09-22,customer331@example.com,1,20대,Low,True
CUST100719,Female,32.0,Daegu,Unknown,17,105000.0,716600.0,4.4,2026-05-24,N,Sports,2023-02-09,customer719@example.com,1,30대,VIP,True
CUST100318,Male,26.0,Gyeonggi,Gold,5,75400.0,143500.0,4.3,2026-03-01,N,Home,2021-06-06,customer318@example.com,0,20대,Low,False
CUST100346,Male,29.0,Busan,VIP,9,163400.0,308000.0,2.5,2026-04-21,Y,Sports,2023-12-14,customer346@example.com,1,20대,Medium,True
CUST100994,Female,48.0,Seoul,VIP,4,191200.0,204800.0,3.7,2026-05-02,Y,Home,2020-09-17,customer994@example.com,0,40대,Medium,True
CUST100758,MALE,39.0,Gwangju,Basic,8,133400.0,267000.0,3.2,2026-05-17,N,electronics,2025-11-07,customer758@example.com,1,30대,Medium,True
CUST100490,Male,55.0,Gwangju,Silver,5,101900.0,90100.0,4.7,2026-03-21,N,Sports,2023-12-02,customer490@example.com,0,50대,Low,True
CUST100833,Female,48.0,Busan,Basic,10,161500.0,698800.0,3.3,2026-04-21,N,Home,2021-04-16,customer833@example.com,0,40대,VIP,True
CUST100795,Female,29.0,gyeonggi,Basic,11,119500.0,414500.0,3.5,2026-05-13,N,Beauty,2021-10-06,customer795@example.com,0,20대,High,True
CUST100281,Male,45.0,Busan,Basic,6,85500.0,183800.0,3.8,2026-05-13,Y,Home,2025-11-01,customer281@example.com,0,40대,Low,True
CUST100851,Female,45.0,Seoul,Basic,7,103700.0,227000.0,3.6,2026-03-24,N,Food,2022-08-16,customer851@example.com,1,40대,Medium,True
CUST100054,Female,39.0,Seoul,VIP,11,113400.0,474600.0,4.6,2026-06-04,N,Food,2025-12-28,customer54@example.com,1,30대,High,True
CUST100896,Female,48.0,Seoul,Basic,6,98100.0,221600.0,3.4,2026-05-11,N,Beauty,2022-01-12,customer896@example.com,0,40대,Medium,True
CUST101151,Male,35.0,Busan,Basic,6,77400.0,153500.0,3.7,2026-04-01,N,Home,2025-06-17,customer1151@example.com,0,30대,Low,True
CUST100076,Female,39.0,Daegu,Basic,5,5000.0,5000.0,3.2,2026-06-07,N,Food,2023-02-07,customer76@example.com,0,30대,Low,True
CUST101404,Female,25.0,Gyeonggi,Gold,6,135600.0,353400.0,4.8,2025-09-30,N,Fashion,2020-10-27,customer1404@example.com,0,20대,High,False
CUST100887,Male,18.0,Incheon,Basic,6,81200.0,224100.0,4.2,2026-02-12,Y,Fashion,2023-10-30,customer887@example.com,1,10대 이하,Medium,False
CUST101025,Other,30.0,Daejeon,Basic,9,117200.0,341400.0,3.8,2025-12-25,N,Food,2022-02-11,customer1025@example.com,0,30대,High,False
CUST101396,Male,44.0,Seoul,Silver,9,95100.0,272300.0,4.2,2026-06-19,Y,Food,2023-12-19,customer1396@example.com,1,40대,Medium,True
CUST100602,Male,53.0,Seoul,Basic,12,138000.0,627200.0,3.3,2026-04-06,N,Electronics,2022-10-26,customer602@example.com,1,50대,VIP,True
CUST101138,Female,57.0,Unknown,Basic,8,82000.0,144100.0,4.9,2026-05-26,N,Home,2024-01-18,customer1138@example.com,1,50대,Low,True
CUST101231,Unknown,43.0,Seoul,Basic,7,25300.0,57500.0,3.1,2026-04-13,N,Sports,2025-06-18,customer1231@example.com,0,40대,Low,True
CUST101283,Male,57.0,Gyeonggi,Gold,9,168200.0,954800.0,3.7,2026-02-27,N,Food,2020-08-15,customer1283@example.com,1,50대,VIP,False
CUST100222,Male,33.0,Daejeon,Basic,9,165500.0,499400.0,4.4,2026-04-03,Y,Electronics,2024-07-08,customer222@example.com,1,30대,High,True
CUST101142,Female,44.0,Seoul,Basic,10,143900.0,413400.0,4.3,2026-05-14,N,Sports,2022-05-09,customer1142@example.com,1,40대,High,True
CUST100607,Female,63.0,Gyeonggi,Gold,12,204000.0,1060425.0,3.0,2026-06-01,N,Beauty,2025-10-02,customer607@example.com,1,60대 이상,VIP,True
CUST101458,Male,60.0,Gyeonggi,Gold,15,152100.0,283200.0,3.5,2026-01-22,Y,Fashion,2023-06-22,customer1458@example.com,0,60대 이상,Medium,False
CUST100591,Male,38.0,Seoul,VIP,7,195200.0,379100.0,3.3,2026-06-04,Y,Fashion,2024-07-24,customer591@example.com,1,30대,High,True
CUST100381,Male,45.0,Gyeonggi,Silver,7,75100.0,236800.0,4.3,2026-02-17,Y,Home,2025-04-26,customer381@example.com,1,40대,Medium,False
CUST101313,Female,24.0,Unknown,Silver,8,155300.0,556000.0,3.1,2026-05-27,Yes,Electronics,2020-08-20,customer1313@example.com,1,20대,VIP,True
CUST100200,Male,26.0,Gyeonggi,Gold,10,91400.0,326000.0,4.2,2026-04-26,N,Sports,2021-05-30,customer200@example.com,0,20대,Medium,True
CUST100811,Female,21.0,Gyeonggi,Silver,8,74800.0,167200.0,3.1,2026-06-25,Y,Beauty,2023-10-02,customer811@example.com,0,20대,Low,True
CUST100571,Unknown,54.0,Incheon,Basic,13,89300.0,609900.0,4.0,2026-05-01,N,Food,2024-02-01,customer571@example.com,1,50대,VIP,True
CUST100587,Male,29.0,Gyeonggi,Basic,11,45500.0,226500.0,4.3,2026-03-05,N,Fashion,2024-07-09,customer587@example.com,0,20대,Medium,True
CUST100753,Female,57.0,Incheon,Basic,17,64900.0,391500.0,4.0,2026-05-11,N,Fashion,2021-02-12,customer753@example.com,1,50대,High,True
CUST101408,Male,18.0,Gwangju,Basic,5,100700.0,195400.0,4.2,2026-03-26,Y,Beauty,2021-01-09,customer1408@example.com,0,10대 이하,Medium,True
CUST100895,Male,40.0,Daejeon,Basic,9,124200.0,518200.0,3.4,2026-03-16,n,Food,2023-07-07,customer895@example.com,1,40대,High,True
CUST100665,Male,34.0,Daejeon,Basic,6,127200.0,425400.0,4.2,2026-03-25,N,Beauty,2024-09-02,customer665@example.com,0,30대,High,True
CUST100905,Male,44.0,Gyeonggi,Gold,11,184600.0,835600.0,3.0,2026-03-30,Y,FASHION,2022-03-14,customer905@example.com,1,40대,VIP,True
CUST100837,Male,49.0,Seoul,Basic,11,193400.0,603600.0,2.6,2026-03-14,No,Electronics,2024-10-23,customer837@example.com,0,40대,VIP,True
CUST101403,Male,44.0,Gyeonggi,Unknown,17,214700.0,1060425.0,1.8,2026-01-12,N,Electronics,2022-10-31,customer1403@example.com,1,40대,VIP,False
CUST101365,Male,43.0,Seoul,Silver,8,202800.0,722900.0,3.3,2026-04-21,Y,Electronics,2020-09-12,customer1365@example.com,0,40대,VIP,True
CUST101172,Female,49.0,Seoul,Silver,6,165800.0,567700.0,3.7,2026-05-21,Y,Electronics,2021-04-20,customer1172@example.com,0,40대,VIP,True
CUST100659,Unknown,47.0,Seoul,Silver,2,33800.0,31600.0,4.5,2026-05-20,Y,Beauty,2022-09-08,customer659@example.com,0,40대,Low,True
CUST100384,Male,52.0,Seoul,Silver,9,139300.0,423000.0,4.9,2026-05-29,N,Beauty,2020-11-20,customer384@example.com,1,50대,High,True
CUST100326,Male,33.0,Gyeonggi,Gold,13,133100.0,918600.0,3.7,2026-04-27,Y,Sports,2024-06-04,customer326@example.com,1,30대,VIP,True
CUST100552,Female,48.0,Gwangju,Basic,8,145100.0,287800.0,2.2,2026-06-14,N,Electronics,2020-07-08,customer552@example.com,1,40대,Medium,True
CUST100213,Male,30.0,Incheon,Silver,6,144000.0,466700.0,3.3,2026-02-15,Y,Electronics,2021-03-26,customer213@example.com,0,30대,High,False
CUST101214,Male,39.0,Seoul,Basic,9,157100.0,150800.0,3.8,2025-11-28,N,beauty,2024-07-15,customer1214@example.com,0,30대,Low,False
CUST100219,Male,41.0,Gwangju,Basic,7,76000.0,145900.0,3.9,2026-04-24,N,Home,2021-07-26,customer219@example.com,0,40대,Low,True
CUST101193,Female,41.0,Daegu,Basic,3,70400.0,70300.0,2.6,2026-02-16,N,Sports,2021-11-14,customer1193@example.com,0,40대,Low,False
CUST100361,Female,37.0,Unknown,Basic,6,37600.0,40900.0,4.2,2026-05-23,Y,Sports,2021-04-07,customer361@example.com,1,30대,Low,True
CUST100172,Female,20.0,Gyeonggi,Basic,8,77800.0,157800.0,3.8,2026-03-11,N,Food,2021-09-25,customer172@example.com,0,20대,Low,True
CUST100368,Male,23.0,Gyeonggi,basic,13,84000.0,543200.0,2.8,2026-06-23,Y,Sports,2023-12-12,customer368@example.com,1,20대,VIP,True
CUST100337,Female,30.0,Seoul,Silver,7,112100.0,371500.0,3.8,2026-05-13,N,Home,2022-09-17,customer337@example.com,0,30대,High,True
CUST100721,Female,57.0,Daejeon,Silver,13,105400.0,339800.0,3.7,2026-06-14,Y,Beauty,2025-04-24,customer721@example.com,0,50대,High,True
CUST100471,Female,45.0,Gwangju,Basic,9,117400.0,482300.0,3.7,2026-06-13,N,Electronics,2022-01-23,customer471@example.com,0,40대,High,True
CUST101167,Male,39.0,Daegu,Gold,6,184300.0,419600.0,4.7,2026-06-26,N,Electronics,2021-09-27,customer1167@example.com,1,30대,High,True
CUST101217,FEMALE,44.0,Unknown,Basic,9,147100.0,532100.0,4.2,2026-05-29,Y,Electronics,2021-05-19,customer1217@example.com,0,40대,High,True
CUST101484,Female,36.0,Busan,Basic,8,105100.0,272500.0,3.3,2026-05-30,Y,Sports,2021-03-10,customer1484@example.com,1,30대,Medium,True
CUST100886,Male,41.0,Busan,Gold,13,163400.0,740800.0,3.9,2026-04-29,Y,Home,2024-01-23,customer886@example.com,0,40대,VIP,True
CUST100792,Female,62.0,Seoul,Silver,14,79900.0,167100.0,4.4,2026-04-09,Y,Fashion,2021-06-03,customer792@example.com,0,60대 이상,Low,True
CUST100749,Female,45.0,Busan,Gold,12,188800.0,931400.0,3.4,2026-03-05,N,Home,2022-05-25,customer749@example.com,0,40대,VIP,True
CUST100850,Male,41.0,Gyeonggi,Silver,8,109400.0,246900.0,3.7,2026-04-25,N,Fashion,2025-05-19,customer850@example.com,0,40대,Medium,True
CUST100413,Female,49.0,Gwangju,Basic,10,107000.0,237800.0,3.9,2025-11-19,Y,Beauty,2025-11-16,customer413@example.com,0,40대,Medium,False
CUST100057,female,40.0,Daegu,Silver,8,23900.0,61900.0,5.0,2026-02-24,Y,Fashion,2022-06-20,customer57@example.com,1,40대,Low,False
CUST100989,Male,32.0,Daegu,Basic,11,101500.0,535500.0,2.4,2026-04-05,N,Beauty,2021-11-16,customer989@example.com,0,30대,High,True
CUST100970,Male,37.0,Seoul,Basic,8,89400.0,374300.0,2.7,2026-04-15,N,Food,2025-01-31,customer970@example.com,0,30대,High,True
CUST100063,Male,43.0,Daejeon,Gold,10,137300.0,580100.0,3.5,2026-04-21,N,Fashion,2024-07-02,customer63@example.com,1,40대,VIP,True
CUST100380,Female,47.0,Gyeonggi,Basic,7,84700.0,283300.0,3.4,2026-05-02,N,Beauty,2023-12-27,customer380@example.com,0,40대,Medium,True
CUST100860,Female,48.0,Seoul,Gold,6,142700.0,248100.0,2.9,2026-03-01,Y,Food,2024-03-12,customer860@example.com,0,40대,Medium,False
CUST100300,Female,18.0,Incheon,Basic,10,16900.0,84500.0,3.1,2026-04-24,N,Sports,2024-09-10,customer300@example.com,0,10대 이하,Low,True
CUST100315,Unknown,64.0,seoul,Silver,8,58200.0,120200.0,3.7,2026-06-15,N,Home,2023-12-30,customer315@example.com,0,60대 이상,Low,True
CUST100188,Female,36.0,Daegu,Basic,12,103100.0,570700.0,4.0,2025-12-20,Y,Fashion,2023-07-26,customer188@example.com,0,30대,VIP,False
CUST101490,Male,29.0,Seoul,Silver,6,113000.0,99000.0,3.7,2026-05-03,Y,Beauty,2021-08-28,customer1490@example.com,1,20대,Low,True
CUST100907,Male,53.0,Gwangju,Basic,8,133100.0,265700.0,3.7,2026-05-11,N,Home,2023-05-28,customer907@example.com,1,50대,Medium,True
CUST101423,Male,27.0,Gyeonggi,Silver,8,143900.0,426100.0,4.2,2026-04-08,N,Electronics,2025-09-13,customer1423@example.com,1,20대,High,True
CUST101066,Female,63.0,Unknown,Silver,14,60000.0,290900.0,2.9,2026-01-05,N,Fashion,2025-04-27,customer1066@example.com,0,60대 이상,Medium,False
CUST100998,Female,38.0,Unknown,Silver,8,90700.0,283400.0,3.4,2026-04-04,N,Food,2021-07-22,customer998@example.com,0,30대,Medium,True
CUST100145,Female,25.0,Busan,Gold,12,161100.0,433500.0,3.2,2025-12-17,N,Beauty,2025-12-10,customer145@example.com,0,20대,High,False
CUST100456,Female,28.0,Seoul,Basic,9,151100.0,517100.0,2.3,2026-04-24,N,Electronics,2025-04-08,customer456@example.com,1,20대,High,True
CUST101203,Male,46.0,Incheon,Basic,9,115300.0,511300.0,4.6,2026-04-18,N,Beauty,2021-11-12,customer1203@example.com,1,40대,High,True
CUST100133,Male,40.0,Gwangju,Gold,6,121700.0,121800.0,3.1,2026-06-24,N,Beauty,2024-11-08,customer133@example.com,0,40대,Low,True
CUST100372,Female,33.0,Gwangju,Basic,7,5000.0,8900.0,5.0,2026-06-14,N,Fashion,2024-04-20,customer372@example.com,0,30대,Low,True
CUST101215,Female,34.0,Daegu,Basic,17,164900.0,543100.0,5.0,2026-03-13,N,Electronics,2021-01-27,customer1215@example.com,0,30대,VIP,True
CUST100003,Male,60.0,Seoul,Gold,16,236900.0,1060425.0,3.8,2026-04-16,N,Electronics,2020-09-28,customer3@example.com,1,60대 이상,VIP,True
CUST100670,Male,31.0,Busan,Basic,9,152400.0,349500.0,3.9,2026-04-21,N,Sports,2023-06-08,customer670@example.com,1,30대,High,True
